EP01: IN
EP01: はあ？ | 啊？
EP06: ちょっと暑くて　壁の冷たさ感じてたっていうか | 有点热 我靠着墙壁降温呢
EP06: 白鳥さんて天然だね | 白鸟同学真是天然呆
EP06: もう　そんなことないよ | 真是的 没这回事啦
EP06: でも天然て　よく言われちゃうの | 不过经常有人这么说我
EP06: ウザ | 她好烦
EP06: やっぱ天然だね | 果然是天然呆
EP06: ヤダ　アイラ困っちゃう | 讨厌 别这么说了
EP06: だろ | 是吧
EP06: うん　間違いない | 嗯 的确如此
EP06: おい | 喂
EP06: はい | 怎么了
EP06: こっちを見ろってんだよ | 我叫你看这边
EP06: ジブン　ターボババアがどっか行かないか見張ってるんですよ | 我在看着高速婆婆以防她乱跑
EP06: てめえにワシは止められねえよ | 你拿什么拦住我
EP06: てか　なんでババア学校来てんだよ | 话说 婆婆怎么来学校了
EP06: はあ　なんでてめえに指図されなきゃならねえんだよ | 凭什么我非得听你使唤
EP06: てめえはウチに負けたからだよ | 因为你输给我了
EP06: 上等だ　クソだらあ　やってやんよ | 正好 混账 来干架啊
EP06: おう　来いよ | 好啊 来啊
EP06: おりゃ　こら | 看招
EP06: そんなことより　ターボババアが妙な女を見つけたって言うんです | 比起这个 高速婆婆说她发现了个奇怪的女人
EP06: どうした | 怎么了
EP06: その話しませんか | 要不要讨论一下
EP06: そうよ　ワシがただ学校を散歩しただけだと思うなよ | 就是 别以为我只是在学校里散步
EP06: ちゃーんと金タマ探してやってんだぜ | 我也在好好帮你找蛋蛋
EP06: はあ　なんで学校に金タマがあんだよ　バーカ | 什么 蛋蛋怎么可能在学校里 蠢货
EP06: よしコロス　てめえはグッバイ | 决定了 我要弄死你 拜拜了
EP06: 探してみる価値ありますよ | 我也认为值得一找
EP06: 盲点でしたけど | 之前都没想过
EP06: 妖怪じゃなくて人間が拾った可能性もあります | 会不会不是妖怪而是被人类捡走了
EP06: 見た目はキレイな金のタマだ | 一颗漂亮的金色小球
EP06: 誰が拾っても不思議じゃねえ | 谁看到捡走都不奇怪
EP06: ただ人間が拾った場合 | 不过若是被人类捡到了
EP06: 人によっては霊力が覚醒して　霊が見えるようになったりする | 可能会让他觉醒灵力 变得能看见鬼魂
EP06: 霊が見えるってことは　霊もこっちを見てるってことだ | 能看见鬼魂 意味着鬼魂也会注意到你
EP06: 襲われる危険があるぜ | 会有被袭击的危险
EP06: ヤバいじゃん　それ早く言ってくんない | 这岂不是很不妙 你怎么不早说
EP06: 誰だよ　妙な女って | 你说的奇怪女人是谁
EP06: 名前がわからん | 我不知道她叫什么
EP06: 放課後にでも　紹介してやるよ | 等放学后 我带你们去见她
EP06: 綾瀬桃 | 绫濑桃
EP06: あいつがどのくらいの力を持っているのか | 她的力量究竟有多强
EP06: 用意してもらったロザリオと聖典だけで　ヤツを倒せるの | 仅靠准备的十字架和圣典 能打倒她吗
EP06: それにヤツには使い魔がいる | 而且她还有只使魔
EP06: 二人同時に相手できるのか | 我能同时对付她们俩吗
EP06: 近づいてきてる | 她越来越近了
EP06: 赤いワンピースの女が | 穿红色连衣裙的女人
EP06: オカルン | 超然仔
EP06: うしっ　探しにいくよ | 走吧 接着找去
EP06: ババアは | 婆婆呢
EP06: バッグにいます | 在包里
EP06: 綾瀬桃さん | 绫濑桃同学
EP06: ちょっと話があるの　２人だけで | 我有话想单独跟你说
EP06: なに　忙しいんだけど | 干嘛 我还忙着呢
EP06: すぐ済むからお願いします | 占用不了太多时间 拜托了
EP06: こいつ　タライ落としたヤツじゃん | 这不是我用盆砸的那人嘛
EP06: なんか勘づかれたか | 她发现是我了吗
EP06: あとあと　めんどくさそうだし　行っとくか | 拖着也不是个事 去一趟吧
EP06: オカルン　先探しといて | 超然仔 你先去找吧
EP06: あとから行くわ | 我过会就来
EP06: はい | 好吧
EP06: まいったなあ　ジブン一人で探せるか不安だ | 怎么办 我一个人能找得到吗
EP06: あいつだ | 就是她
EP06: こんなとこ連れてきて　話って何 | 把我带到这种地方来 是要说什么
EP06: 死ね　悪魔 | 去死吧 恶魔
EP06: クサッ　油臭い　何これ | 好臭 一股油味 这是什么
EP06: 悪魔よ　自分の世界に帰れ | 恶魔 回你自己的世界去
EP06: 足押さえて　足　動かないようにして | 把她的脚按住 别让她乱动
EP06: バカ野郎がー | 一群蠢货
EP06: 出た　悪魔の翼 | 出现了 恶魔之翼
EP06: ロザリオじゃ効かない | 十字架也不管用
EP06: こうなったら… | 既然如此…
EP06: 天から授かりし　金のタマなら | 就用这上天赐予的金色宝珠
EP06: それ… | 这是…
EP06: てめえがタマ持ってたんかい | 原来被你给捡走了
EP06: このタマのこと知ってるのね　このタマは渡さないわよ | 你知道宝珠的来头 我可不会把它交给你
EP06: これは私が　世界を救うために授かった神聖なタマなんだから | 这是赐予我 用来拯救世界的神圣宝珠
EP06: 違えわ　オカルンの金タマだよ | 才不是 这是超然仔的蛋蛋
EP06: 返せ　ボケ | 还给他 蠢货
EP06: 最低　神聖なタマに向かって | 真差劲 竟敢侮辱神圣宝珠
EP06: 汚らわしいのよ　このっ　このっ | 太下流了 你这混蛋
EP06: 痛い　バカかてめえ | 好痛 你是傻子吗
EP06: 人の金タマありがたがってんじゃねえよ | 别给人家的蛋蛋供起来了
EP06: 綾瀬さん　見つけた | 绫濑同学 找到你了
EP06: オカルン　マジ助かった | 超然仔 救命了
EP06: この女がタマ持ってる | 你的蛋蛋在她手上
EP06: こいつが妙な女だよ | 她就是那个奇怪的女人
EP06: あいつ仲間？ | 他也是一伙的？
EP06: 違います　その人は妙な女じゃありません | 不对 她不是奇怪的女人
EP06: 彼女は妙な女に狙われてる人です | 她被奇怪的女人盯上了
EP06: やっと手に入れた　アイラ | 终于得到你了 爱罗
EP06: アイラが私を見えるようになるまで　ずっと待ってたんだよお | 我一直在等 你能看见我的这一天
EP06: お母さん | 妈妈
EP06: お母さんですよお | 妈妈在
EP06: 使い魔 | 使魔
EP06: オカルン　頼む | 超然仔 交给你了
EP06: はい | 好
EP06: おったまげー | 吓我一跳
EP06: あなた　私のアイラをお狙いなの | 你是冲着我的爱罗来的吗
EP06: あんたも悪魔だったの | 你也是恶魔吗
EP06: ああ　ヤダヤダ | 啊 好烦好烦
EP06: 帰りてえ | 想回去了
EP06: 萎えるぜ | 真郁闷
EP06: アイラは　渡さねえわよ | 我不会把爱罗交给你
EP06: オカルン | 超然仔
EP06: てめえ　食ってんじゃねえよ | 你给我住嘴
EP06: このっ | 混蛋
EP06: クソ | 可恶
EP06: 手縛られてて　思いどおりにいかない | 手被绑着没法自如地操控
EP06: やっと会えたね　アイラ | 总算见到你了 爱罗
EP06: 10年以上待ったわ　アイラが私を見てくれるのを | 我等了十几年 你终于能看见我了
EP06: お前　綾瀬桃の使い魔じゃないの | 你不是绫濑桃的使魔吗
EP06: お前じゃねえだろ　ボケ | 没大没小的 蠢货
EP06: お母さんだろがい | 我可是你妈妈
EP06: おどんだけ私が愛してると思ってんだ | 你知道我有多爱你吗
EP06: あの時　お母さんって言ってくれたじゃない | 那时候 你不是叫了我妈妈吗
EP06: うれしかったわ | 我真是好开心
EP06: 初めてよ　あんなこと言ってくれたのは | 那是第一次有人叫我妈妈
EP06: もう一度呼んでおちょうだい | 再叫一次吧
EP06: お母さんってお呼びなさい | 再叫一声妈妈
EP06: おい　クソババア | 喂 臭老太婆
EP06: オカルン返せよ | 把超然仔还来
EP06: 人間襲うのルール違反じゃねえのかよ | 袭击人类可是违反规则的
EP06: おどいつもおこいつも　お感動の再会やってるでしょうが | 你们一个个的 都来打扰我们感人的重逢
EP06: ちょっと　綾瀬桃　こいつ一体なんなの | 等等 绫濑桃 这家伙到底是什么
EP06: もしかして　この悪魔と対立してるの | 难道你和这个恶魔不是一伙的
EP06: だとしたら　ここは協力してこの悪魔を倒さない | 要是这样 不如我们先合力打倒这个恶魔
EP06: 何言ってんだ　てめえは | 你在胡说些什么
EP06: 危ねえ | 好险
EP06: 野郎のおかずになるとこだぜ | 差点变成她的配菜了
EP06: ターボババア | 高速婆婆
EP06: ありゃ「アクロバティックさらさら」だな | 那是「身手矫健长发女」吧
EP06: ちょっと　それ　ムーコのスマホじゃない | 等一下 那不是姆子的手机吗
EP06: 何パクって検索してんだよ | 你干嘛偷人家手机查资料
EP06: ええ　赤いワンピースにアクロバチックな動きさらさらの髪 | 身穿红色连衣裙 拥有矫健的身手和飘逸的长发
EP06: 妖怪のくせに　あいつのこと知らないの | 亏你也是妖怪 连同行都不认识吗
EP06: 三下のルーキーは眼中にねえのよ | 新来的瘪三 我都没放在眼里
EP06: 私は選ばれた人間なの　美少女すぎるからねっ | 我可是作为超级美少女 被上天选中之人
EP06: あんたみたいなバケモノを倒すの | 我要消灭你这样的怪物
EP06: アイラちゃん　今なんて | 爱罗 你刚刚说什么
EP06: あんたみたいなバケモノを倒して　世界の平和を守るん… | 我要消灭你这样的怪物 守护世界的和平…
EP06: てめえ　いいかげんにしやがれ | 混蛋 给我适可而止
EP06: 何　バクバク食ってんだよ | 你怎么还吃个不停了
EP06: あなたのせいよ | 都是你的错
EP06: あなたがアイラをそそのかして　おツッパリにしたんでしょうが | 是你带坏爱罗 害她变成小混混的吧
EP06: 私のことバケモノだなんて | 竟然说我是怪物
EP06: そんなこと言う子じゃなかったわあああ | 她以前才不会说这种话
EP06: ババア　早く手かせ外して | 婆婆 快帮我松绑
EP06: これムリだわ | 我可解不开
EP06: ちょっと　協力してよ | 你稍微出点力啊
EP06: オカルン食べられちゃったんだよ　ウチ一人じゃヤバいって | 超然仔都被她吃掉了 我一个人对付不了她
EP06: ワシの力を取り上げたのはてめえらだろ | 是你们夺走我力量的吧
EP06: ワシは何もできねえぜ | 我无能为力
EP06: そんなこと… | 少来这套…
EP06: とりあえず　謝ってみよっか | 总之你先给我道歉
EP06: 全部あなたのせいなんだから | 全都是你害的
EP06: ほら　セイ | 快点 道歉
EP06: クソ野郎 | 王八蛋
EP06: ゲロゲーロ | 咯咯
EP06: 私のアクロバティックはお暴風 | 我的身手疾如风暴
EP06: あらゆるものをお巻き込んで　お吹き飛ばす | 漫天卷地 摧枯拉朽
EP06: はいっ | 好了
EP06: もうしかたのない子ねえ | 真是拿你没办法
EP06: これはアイラのお特権だけど　そこまで言いたいなら言っていいわ | 这本来是爱罗的特权 看你这么想叫也没办法
EP06: お母さんって言ってみて　そしたら許してあげる | 叫我声妈妈 这样我就原谅你
EP06: ほら | 叫吧
EP06: 聞こえないわよ | 我听不清哦
EP06: ちゃんと言って　せーのっ　お・か・あ・さ・ん | 再大声点 预备 叫·妈·妈
EP06: 言えっつってんだよ　クソが | 快给我叫 蠢货
EP06: お母さんって言え | 快叫妈妈
EP06: この… | 你这…
EP06: クソ野郎 | 王八蛋
EP06: 私の子供はどこ | 我的孩子在哪
EP06: おいおい　食われてんじゃねえか | 喂喂 怎么全被吃了
EP06: こら三下　今ならまだ許してやるからよ | 小瘪三 现在收手我还能放过你
